feat_1,feat_2,feat_3,feat_4,feat_1,feat_2,feat_3,feat_4,feat_1.2,feat_2.2,feat_3.2,feat_4.2,feat_1.1,feat_2.1,feat_3.1,feat_4.1,target.1,target.2,target,target
-1.593181936378238,0.38892210858292386,1.5121283721372096,1.4811819575899223,-1.593181936378238,0.3889221085829237,1.5121283721372099,1.4811819575899225,-1.593181936378238,0.38892210858292364,1.5121283721372096,1.4811819575899223,-1.593181936378238,0.3889221085829236,1.5121283721372096,1.4811819575899223,-0.6289908725426966,-0.6289908725426966,1,1
-0.4250988198924913,-0.32889345598219194,1.1735605866041092,1.1384424838662976,-0.42509881989249143,-0.328893455982192,1.1735605866041094,1.1384424838662979,-0.4250988198924914,-0.32889345598219205,1.1735605866041092,1.138442483866298,-0.4250988198924914,-0.328893455982192,1.1735605866041092,1.138442483866298,1.2830776443698708,1.2830776443698708,4,4
-0.7588368531741332,-1.0573171323389106,-0.5192783410613929,0.07214189894835446,-0.7588368531741333,-1.0573171323389106,-0.5192783410613928,0.07214189894835456,-0.7588368531741333,-1.0573171323389106,-0.5192783410613927,0.0721418989483545,-0.7588368531741333,-1.0573171323389106,-0.5192783410613927,0.0721418989483545,0.008365299761492459,0.008365299761492516,2,2
0.9098533132340764,-0.6436007724664053,-0.8578461265944933,-1.298815995946144,0.9098533132340763,-0.6436007724664055,-0.8578461265944932,-1.2988159959461438,0.9098533132340764,-0.6436007724664055,-0.857846126594493,-1.2988159959461438,0.9098533132340764,-0.6436007724664055,-0.857846126594493,-1.2988159959461438,0.6457214720656816,0.6457214720656816,3,3
1.2435913465157182,-1.1386459894078644,-0.5192783410613929,1.823921431313547,1.2435913465157182,-1.1386459894078644,-0.5192783410613928,1.8239214313135472,1.2435913465157182,-1.1386459894078644,-0.5192783410613927,1.8239214313135472,1.2435913465157182,-1.1386459894078644,-0.5192783410613927,1.8239214313135472,0.008365299761492459,0.008365299761492516,2,2
-0.7588368531741332,1.1491701203144504,0.8349928010710088,1.0241959926250894,-0.7588368531741333,1.1491701203144504,0.8349928010710089,1.0241959926250896,-0.7588368531741333,1.1491701203144504,0.8349928010710087,1.0241959926250896,-0.7588368531741333,1.1491701203144504,0.8349928010710087,1.0241959926250896,-0.6289908725426966,-0.6289908725426966,1,1
-0.5919678365333123,-0.5516638036058485,-0.1807105555282925,-1.4892268146814909,-0.5919678365333124,-0.5516638036058487,-0.18071055552829232,-1.4892268146814907,-0.5919678365333124,-0.5516638036058487,-0.18071055552829227,-1.4892268146814909,-0.5919678365333124,-0.5516638036058487,-0.1807105555282922,-1.4892268146814909,-0.6289908725426966,-0.6289908725426966,1,1
-0.09136078661084938,0.8097105429831642,-1.5349816976606943,1.4811819575899223,-0.09136078661084938,0.8097105429831641,-1.5349816976606943,1.4811819575899225,-0.09136078661084933,0.8097105429831641,-1.534981697660694,1.4811819575899223,-0.09136078661084931,0.8097105429831641,-1.534981697660694,1.4811819575899223,-0.6289908725426966,-0.6289908725426966,1,1
-0.09136078661084938,-0.7921143375488431,0.8349928010710088,0.8718673376368119,-0.09136078661084938,-0.7921143375488432,0.8349928010710089,0.871867337636812,-0.09136078661084933,-0.7921143375488432,0.8349928010710087,0.871867337636812,-0.09136078661084931,-0.7921143375488432,0.8349928010710087,0.871867337636812,0.6457214720656816,0.6457214720656816,3,3
-0.09136078661084938,-1.103285616769189,-0.1807105555282925,1.7858392675664776,-0.09136078661084938,-1.103285616769189,-0.18071055552829232,1.7858392675664778,-0.09136078661084933,-1.103285616769189,-0.18071055552829227,1.7858392675664778,-0.09136078661084931,-1.103285616769189,-0.1807105555282922,1.7858392675664778,-0.6289908725426966,-0.6289908725426966,1,1
-0.25822980325167033,-0.3996142012595433,-1.5349816976606943,0.9480316651309507,-0.2582298032516704,-0.3996142012595434,-1.5349816976606943,0.9480316651309509,-0.2582298032516704,-0.39961420125954344,-1.534981697660694,0.9480316651309508,-0.2582298032516704,-0.3996142012595434,-1.534981697660694,0.9480316651309508,-1.2663470448468856,-1.2663470448468856,0,0
1.5773293797973602,0.19797609633407534,1.5121283721372096,-1.4130624871873523,1.5773293797973602,0.19797609633407523,1.5121283721372099,-1.4130624871873523,1.5773293797973602,0.19797609633407517,1.5121283721372096,-1.4130624871873525,1.5773293797973602,0.19797609633407506,1.5121283721372096,-1.4130624871873525,-1.2663470448468856,-1.2663470448468856,0,0
0.07550823002997158,-1.3331280389205806,0.15785723000480795,0.034059735201285066,0.07550823002997141,-1.3331280389205806,0.15785723000480806,0.034059735201285156,0.07550823002997137,-1.3331280389205806,0.15785723000480797,0.0340597352012851,0.07550823002997128,-1.3331280389205806,0.1578572300048079,0.0340597352012851,0.6457214720656816,0.6457214720656816,3,3
0.7429842965932554,-1.0113486479086322,-0.8578461265944933,-1.4130624871873523,0.7429842965932553,-1.0113486479086322,-0.8578461265944932,-1.4130624871873523,0.7429842965932553,-1.0113486479086322,-0.857846126594493,-1.4130624871873525,0.7429842965932553,-1.0113486479086322,-0.857846126594493,-1.4130624871873525,-0.6289908725426966,-0.6289908725426966,1,1
1.2435913465157182,-1.1315739148801294,-0.1807105555282925,-0.8037478672342417,1.2435913465157182,-1.1315739148801294,-0.18071055552829232,-0.8037478672342416,1.2435913465157182,-1.1315739148801294,-0.18071055552829227,-0.8037478672342416,1.2435913465157182,-1.1315739148801294,-0.1807105555282922,-0.8037478672342416,0.008365299761492459,0.008365299761492516,2,2
1.2435913465157182,-1.7114840261544102,1.1735605866041092,-1.679637633416838,1.2435913465157182,-1.7114840261544102,1.1735605866041094,-1.6796376334168377,1.2435913465157182,-1.7114840261544102,1.1735605866041092,-1.6796376334168377,1.2435913465157182,-1.7114840261544102,1.1735605866041092,-1.6796376334168377,0.008365299761492459,0.008365299761492516,2,2
-1.593181936378238,-1.4321370823088724,-0.1807105555282925,0.5291278639131873,-1.593181936378238,-1.4321370823088724,-0.18071055552829232,0.5291278639131874,-1.593181936378238,-1.4321370823088724,-0.18071055552829227,0.5291278639131874,-1.593181936378238,-1.4321370823088724,-0.1807105555282922,0.5291278639131874,0.008365299761492459,0.008365299761492516,2,2
1.0767223298748974,-1.1669342875188051,-1.8735494831937947,-0.5752548847518254,1.0767223298748974,-1.1669342875188051,-1.8735494831937947,-0.5752548847518253,1.0767223298748974,-1.1669342875188051,-1.8735494831937944,-0.5752548847518253,1.0767223298748974,-1.1669342875188051,-1.8735494831937944,-0.5752548847518253,-1.2663470448468856,-1.2663470448468856,0,0
-0.25822980325167033,-1.6442993181409264,-1.1964139121275936,1.3288533026016447,-0.2582298032516704,-1.6442993181409264,-1.1964139121275934,1.328853302601645,-0.2582298032516704,-1.6442993181409264,-1.1964139121275932,1.328853302601645,-0.2582298032516704,-1.6442993181409264,-1.1964139121275932,1.328853302601645,-0.6289908725426966,-0.6289908725426966,1,1
